imsi,app,throughput,latency,packet_loss,sinr,rsrp,cell_load,prb_utilization,mobility,qoe_score,qoe_category
310150698552461,gaming,0.5,40.6,2.05,2.22,-101.65,73.41,63.47,18.46,2.24,Fair
310150976515905,volte,18.44,26.37,1.1,14.69,-95.44,29.87,23.88,67.7,4.06,Excellent
310150336415050,video,1.6,42.44,1.74,3.32,-89.22,61.18,48.64,21.83,3.08,Good
310150757778790,video,8.2,13.65,1.95,5.91,-106.57,49.21,49.17,35.95,4.01,Excellent
310150685711013,gaming,26.1,8.26,0.0,20.38,-93.28,36.06,27.73,4.06,4.95,Excellent
310150603643839,volte,32.31,5.0,0.59,22.47,-87.66,10.0,11.61,3.55,4.47,Excellent
310150162468859,volte,3.69,24.19,2.16,4.29,-107.22,59.84,56.0,47.8,3.8,Good
310150532020261,video,3.12,20.26,1.63,-0.94,-108.02,56.1,53.99,29.27,2.87,Fair
310150564233777,video,12.32,72.2,1.26,12.98,-83.92,83.15,70.45,17.91,4.15,Excellent
310150486193505,video,6.99,30.99,0.93,5.76,-103.52,39.53,33.79,13.77,4.13,Excellent
310150686882897,volte,9.11,84.01,1.85,13.74,-100.16,86.42,75.21,43.95,3.28,Good
310150710933533,video,21.23,23.77,0.58,16.47,-91.92,37.2,35.37,0.03,4.83,Excellent
310150335431246,video,0.5,114.35,3.26,2.17,-100.98,89.86,77.86,55.4,1.0,Poor
310150905198682,gaming,18.56,16.61,0.0,16.37,-97.04,35.74,33.74,6.2,5.0,Excellent
310150490850994,video,0.73,34.19,2.56,-3.68,-103.67,59.13,50.75,13.84,1.1,Poor
310150762106558,video,27.44,23.55,0.01,23.74,-98.46,24.22,26.9,25.76,4.87,Excellent
310150522004019,volte,0.91,69.23,2.1,4.46,-103.98,82.98,72.97,31.73,3.08,Good
310150303780344,volte,15.78,18.28,0.96,14.41,-91.85,26.36,22.54,23.89,4.07,Excellent
310150160084389,gaming,2.62,33.93,2.09,4.68,-94.31,65.27,59.14,21.83,3.17,Good
310150962903776,video,3.38,36.47,2.64,4.32,-98.77,58.72,59.85,81.63,2.67,Fair
310150244538583,gaming,16.16,26.74,1.11,17.94,-96.15,70.44,58.96,41.92,4.18,Excellent
310150789218894,volte,0.5,155.76,2.21,4.75,-99.24,93.59,87.55,1.94,1.16,Poor
310150729396475,gaming,8.36,20.75,0.79,8.88,-106.46,35.85,27.46,28.4,4.42,Excellent
310150305984285,volte,7.82,34.03,1.88,10.48,-103.03,67.35,59.48,63.38,3.71,Good
310150624358390,gaming,11.35,31.23,1.17,10.59,-96.25,68.37,56.19,20.67,4.08,Excellent
310150201370985,gaming,15.0,106.35,1.13,17.59,-86.84,89.95,77.3,7.31,3.07,Good
310150582598450,video,0.5,40.1,3.46,-5.0,-117.65,59.33,48.82,50.97,1.13,Poor
310150948865360,gaming,10.71,7.67,1.41,8.49,-101.71,30.42,30.26,39.47,4.15,Excellent
310150956934532,video,5.12,17.26,1.57,0.76,-116.18,39.92,32.65,37.11,3.45,Good
310150299594780,video,16.61,44.55,1.11,17.54,-102.77,73.31,67.16,4.29,4.56,Excellent
310150731675779,video,4.2,8.32,1.76,3.45,-91.39,40.08,32.64,10.49,3.31,Good
310150999137673,video,8.9,31.88,1.92,10.19,-106.92,61.77,54.33,40.6,3.94,Good
310150858438071,gaming,4.45,8.3,1.27,3.46,-99.01,36.63,39.53,14.88,4.16,Excellent
310150495529616,volte,0.5,198.37,3.1,0.31,-96.26,100.0,84.27,32.91,1.0,Poor
310150181251088,volte,0.5,63.37,2.45,-1.14,-106.02,81.7,68.26,35.48,3.14,Good
310150135409403,volte,15.32,24.57,1.25,12.01,-103.97,38.61,32.74,19.58,3.95,Good
310150384481363,gaming,35.24,32.31,1.0,25.87,-95.14,10.0,10.0,76.88,4.6,Excellent
310150998231255,video,3.51,48.62,1.88,-0.6,-95.62,38.9,37.33,59.32,2.95,Fair
310150296972612,volte,0.5,27.54,2.62,0.54,-97.63,52.51,46.43,47.96,2.68,Fair
310150618856453,gaming,19.3,15.25,0.0,17.6,-94.76,34.8,31.85,6.11,5.0,Excellent
310150518387393,video,5.25,56.92,1.62,7.04,-101.0,77.94,62.81,8.13,4.05,Excellent
310150438235596,volte,3.83,32.89,1.47,1.43,-94.98,45.99,41.98,32.21,3.29,Good
310150998209917,video,8.7,23.88,0.59,8.75,-106.06,43.03,39.51,11.84,4.42,Excellent
310150672952298,volte,0.5,50.63,3.73,-5.0,-103.5,74.4,68.83,87.85,2.07,Fair
310150442093866,volte,15.18,23.21,0.67,9.62,-100.11,34.77,28.96,11.69,4.36,Excellent
310150493261002,volte,14.91,11.71,0.81,7.87,-108.23,10.0,10.0,31.89,4.26,Excellent
310150425830514,video,16.13,18.45,1.09,12.65,-107.37,49.11,46.75,24.44,4.73,Excellent
310150260045166,gaming,17.75,23.91,0.9,15.86,-87.13,32.13,22.99,41.76,4.27,Excellent
310150653534200,video,0.63,48.68,2.99,-5.0,-103.82,67.23,50.18,9.71,1.0,Poor
310150649952694,volte,13.78,18.86,0.77,12.17,-102.66,39.03,28.8,28.41,4.21,Excellent
310150464067663,video,4.43,19.58,2.06,-3.86,-103.19,37.24,29.57,19.04,3.15,Good
310150752417118,gaming,3.4,37.4,2.61,4.76,-106.76,74.46,70.88,65.18,3.03,Good
310150745535690,video,20.02,32.91,0.7,19.95,-95.32,74.75,75.93,3.29,4.82,Excellent
310150696258165,gaming,9.13,31.31,1.96,6.06,-106.13,40.62,31.2,69.38,3.68,Good
310150948975759,gaming,17.26,26.84,1.1,12.93,-99.43,24.8,21.4,58.25,4.35,Excellent
310150705052423,video,15.88,43.31,0.26,14.72,-91.07,58.99,49.27,20.43,4.68,Excellent
310150873383043,volte,16.23,17.11,1.05,15.09,-107.42,39.48,37.15,53.78,4.09,Excellent
310150881168999,gaming,10.64,62.64,1.45,13.63,-86.46,83.64,75.0,2.56,3.49,Good
310150943967363,video,7.12,41.88,2.31,7.31,-109.44,68.48,55.88,82.72,3.44,Good
310150510887863,gaming,0.5,47.35,3.17,1.49,-100.53,74.59,62.53,34.32,2.17,Fair
310150794329624,volte,21.17,13.45,0.21,17.54,-94.86,29.9,25.59,20.78,4.54,Excellent
310150730451394,video,22.12,12.36,0.24,20.22,-98.58,54.9,54.46,24.34,4.86,Excellent
310150633940063,video,4.16,112.91,1.9,10.17,-89.36,90.65,76.5,5.26,3.4,Good
310150165438362,video,12.49,25.88,2.09,8.51,-109.13,37.02,24.82,95.65,3.88,Good
310150819655004,volte,1.6,14.75,0.95,1.52,-90.94,37.84,39.81,3.19,3.62,Good
310150840108209,gaming,6.43,23.15,2.0,3.46,-97.98,35.32,33.57,42.86,3.93,Good
310150537809212,video,10.17,20.51,1.2,6.59,-104.09,36.95,26.7,29.16,3.98,Good
310150925875065,gaming,0.5,30.26,3.79,-3.91,-114.97,75.72,68.16,77.01,2.43,Fair
310150275529362,gaming,16.55,5.0,0.8,12.9,-89.69,23.3,24.56,17.27,4.6,Excellent
310150408338452,volte,0.5,200.0,3.32,-2.76,-110.64,99.58,88.1,34.67,1.0,Poor
310150825570564,video,14.89,46.46,1.21,15.23,-97.14,56.09,56.17,31.57,4.59,Excellent
310150508376785,gaming,15.46,13.64,1.19,9.09,-95.85,25.21,24.96,46.43,4.33,Excellent
310150222794587,video,8.8,12.55,0.68,6.02,-95.06,31.74,29.46,5.38,3.95,Good
310150519271337,video,0.5,200.0,2.52,-1.03,-102.59,96.97,86.35,13.99,1.01,Poor
310150860254268,volte,9.33,38.55,1.44,9.41,-101.69,67.07,59.7,15.31,3.94,Good
310150236600085,video,8.34,29.76,2.07,7.35,-96.63,44.96,43.95,49.25,3.81,Good
310150480974484,video,10.11,28.07,1.05,10.21,-108.14,59.71,51.8,13.69,4.29,Excellent
310150309230661,gaming,19.17,5.0,1.2,12.49,-96.36,10.78,14.23,37.32,4.34,Excellent
310150618127104,volte,18.0,25.87,0.84,20.34,-100.72,72.18,65.08,15.35,4.43,Excellent
310150247847812,video,13.65,27.68,1.37,12.74,-105.1,59.56,52.94,61.63,4.42,Excellent
310150555229963,gaming,0.5,48.3,2.71,-1.96,-104.65,74.32,63.87,75.29,1.89,Poor
310150986196569,volte,0.5,56.87,3.02,-5.0,-109.12,75.95,65.34,33.81,2.12,Fair
310150719408429,volte,9.82,21.86,1.34,8.7,-91.35,43.34,39.73,23.73,3.65,Good
310150590785313,gaming,4.42,14.42,1.52,4.1,-95.3,40.33,40.56,16.53,3.46,Good
310150652970160,gaming,8.85,12.42,1.27,2.21,-103.44,28.56,27.66,4.0,3.84,Good
310150114677069,gaming,23.46,27.34,0.11,18.29,-95.39,24.45,17.95,18.66,5.0,Excellent
310150444024793,gaming,0.96,70.24,2.29,5.01,-107.99,83.89,65.83,42.82,2.38,Fair
310150917739564,gaming,25.5,24.77,0.24,20.34,-91.72,26.69,27.19,34.76,4.53,Excellent
310150407445658,video,3.44,72.35,3.13,2.32,-95.78,84.28,87.58,75.75,2.49,Fair
310150268844360,video,14.25,5.0,0.85,11.71,-104.48,25.01,20.63,26.36,4.53,Excellent
310150496385049,volte,5.41,29.3,2.12,1.32,-101.95,39.2,32.18,45.73,3.28,Good
310150312216056,video,0.5,89.63,2.48,0.95,-100.14,87.76,81.33,32.0,1.0,Poor
310150649327992,video,4.27,28.71,1.99,-1.0,-110.49,35.07,26.56,33.44,3.04,Good
310150906529237,video,15.25,31.59,0.77,16.35,-100.86,64.04,63.84,18.61,4.86,Excellent
310150451152366,gaming,6.03,39.24,1.49,2.85,-112.0,32.86,30.98,29.9,3.5,Good
310150150066487,volte,9.79,23.83,1.47,10.06,-94.98,61.86,54.3,30.86,3.94,Good
310150630766173,volte,16.0,12.46,1.01,10.13,-101.8,25.24,18.34,46.72,4.27,Excellent
310150774213994,volte,13.9,24.9,1.8,12.37,-105.45,27.95,29.01,74.91,4.19,Excellent
310150833891390,volte,5.42,75.54,2.31,6.37,-86.73,86.52,73.92,22.35,3.06,Good
310150646689071,video,0.5,27.56,2.02,0.72,-110.61,64.97,60.72,3.42,1.28,Poor
310150362327868,video,14.54,18.25,1.06,10.31,-90.67,26.63,25.43,32.43,4.28,Excellent
310150111145552,gaming,19.97,24.16,0.43,18.27,-108.37,51.97,52.19,35.45,4.77,Excellent
310150215438617,volte,12.15,10.97,0.76,8.46,-100.57,24.66,22.5,12.34,4.3,Excellent
310150608099363,video,25.65,13.37,0.39,20.09,-106.22,21.7,34.68,51.15,4.89,Excellent
310150341382656,video,4.18,79.52,2.5,6.51,-109.78,83.26,76.04,91.98,3.19,Good
310150462997767,gaming,6.64,48.4,2.26,6.48,-106.8,61.78,55.1,76.19,3.06,Good
310150517806178,gaming,9.81,44.36,1.28,7.55,-102.22,36.03,29.76,14.2,3.8,Good
310150892511740,gaming,13.71,30.64,1.07,10.69,-99.31,41.57,40.97,63.43,4.21,Excellent
310150999148494,video,0.5,85.33,3.28,1.08,-97.98,85.41,73.33,46.55,1.0,Poor
310150257155630,video,23.55,22.07,0.0,19.56,-95.14,34.89,26.83,29.83,5.0,Excellent
310150617423742,gaming,0.5,50.74,2.99,-2.3,-101.71,74.51,63.22,35.21,2.0,Poor
310150847503671,volte,10.18,34.98,1.56,8.85,-91.91,60.83,52.57,60.16,3.58,Good
310150607900377,gaming,9.39,30.0,1.86,8.54,-103.19,63.06,66.74,31.44,4.0,Good
310150142758171,gaming,9.79,27.05,1.36,11.48,-91.87,59.65,53.96,24.98,4.16,Excellent
310150610730198,gaming,11.91,53.48,2.19,12.52,-82.33,69.64,57.98,32.24,3.38,Good
310150234285389,gaming,7.57,37.04,1.42,4.54,-90.24,39.38,40.1,37.69,3.99,Good
310150367754137,video,10.44,12.72,0.53,5.87,-88.82,41.65,37.6,13.68,4.26,Excellent
310150257553165,volte,2.89,80.86,2.25,4.85,-99.09,84.77,81.07,67.21,3.04,Good
310150734534586,gaming,21.02,19.96,0.55,17.98,-89.39,31.86,37.6,44.26,4.46,Excellent
310150110466615,volte,13.38,34.93,1.24,10.26,-102.04,26.96,16.26,41.34,4.08,Excellent
310150671732850,volte,17.41,17.0,0.14,20.31,-92.8,60.35,41.23,7.66,4.99,Excellent
310150903869698,volte,12.63,30.14,1.34,9.57,-100.44,30.9,37.15,39.35,3.93,Good
310150723658606,gaming,0.5,62.2,2.52,2.41,-103.58,83.3,69.87,9.16,1.93,Poor
310150505619606,video,10.21,19.83,1.27,12.34,-94.5,70.27,53.35,6.16,4.22,Excellent
310150150154221,gaming,12.96,33.5,1.15,9.57,-101.98,19.32,14.38,34.36,4.29,Excellent
310150237926382,volte,1.98,55.63,2.26,2.33,-100.73,84.62,69.63,26.75,2.99,Fair
310150230876923,volte,9.53,16.34,1.28,11.89,-106.52,44.8,35.56,38.33,3.88,Good
310150560300268,video,15.04,17.12,0.95,16.69,-96.9,61.4,58.31,6.93,4.85,Excellent
310150603434513,gaming,19.73,31.48,0.59,13.57,-88.85,38.74,32.29,28.45,4.31,Excellent
310150947879673,volte,20.98,10.44,0.11,15.01,-93.69,24.18,13.19,12.76,4.75,Excellent
310150547306533,video,21.51,26.55,1.53,19.15,-91.94,50.6,44.69,93.66,4.56,Excellent
310150240090082,volte,18.38,27.59,0.8,15.67,-100.21,39.74,30.71,36.52,4.38,Excellent
310150732063858,video,14.66,10.69,1.31,10.6,-100.82,16.76,13.5,45.25,4.52,Excellent
310150550409663,video,23.33,21.7,0.79,20.64,-92.1,30.01,25.44,22.11,4.35,Excellent
310150182649048,gaming,5.9,40.19,1.04,7.16,-98.71,72.26,67.82,7.32,4.09,Excellent
310150646681316,volte,17.25,31.03,1.5,12.69,-110.31,31.35,25.06,86.61,3.87,Good
310150882903323,gaming,8.7,26.12,1.53,11.59,-93.41,73.97,68.58,19.74,4.23,Excellent
310150186205129,volte,12.14,29.3,1.5,11.98,-103.26,34.77,22.62,28.02,3.76,Good
310150374727974,gaming,0.53,62.74,2.63,0.83,-103.07,77.23,72.46,42.5,2.0,Fair
310150409577656,volte,7.74,47.56,1.3,8.7,-109.27,74.77,72.29,2.04,3.64,Good
310150489596432,gaming,3.27,46.63,2.49,2.8,-107.23,68.0,58.68,55.84,2.66,Fair
310150483129685,video,6.34,43.11,2.07,8.62,-100.02,74.13,61.14,34.95,3.92,Good
310150432848601,volte,4.04,68.12,2.06,10.02,-94.03,80.43,65.39,19.25,3.79,Good
310150251765117,volte,0.5,10.84,2.26,-2.43,-108.59,52.61,46.17,4.9,3.04,Good
310150614374443,video,9.01,35.88,1.06,9.87,-102.19,80.78,77.17,11.95,4.51,Excellent
310150703560080,gaming,33.94,35.53,0.6,30.0,-82.74,31.04,25.18,66.28,4.14,Excellent
310150499117836,volte,12.14,9.02,1.64,8.5,-88.37,35.57,36.86,45.14,3.89,Good
310150501976531,volte,18.72,30.64,0.35,18.09,-90.93,47.18,35.76,17.51,4.87,Excellent
310150869238595,gaming,8.99,41.21,1.41,13.17,-87.29,80.66,69.22,5.2,3.77,Good
310150551419529,video,6.04,28.62,1.96,-0.99,-106.35,37.14,32.46,45.49,3.51,Good
310150268239170,gaming,23.76,13.33,0.74,16.21,-92.5,23.29,21.57,37.25,4.5,Excellent
310150739189224,gaming,4.17,30.78,1.66,3.51,-97.02,56.82,48.34,26.86,3.66,Good
310150473319790,gaming,7.84,37.73,1.41,8.36,-104.14,55.29,54.89,24.41,3.72,Good
310150461634019,volte,6.8,11.91,1.67,2.24,-99.01,37.65,39.44,15.45,3.5,Good
310150259371374,video,16.88,34.15,0.95,15.01,-99.23,26.33,22.29,43.93,4.69,Excellent
310150472979745,video,10.18,29.73,2.18,5.71,-102.33,35.7,28.81,84.24,3.64,Good
310150348001134,gaming,20.35,37.63,0.69,18.04,-96.86,71.06,59.53,12.82,4.6,Excellent
310150471666855,volte,0.5,56.64,3.35,-3.16,-113.03,75.41,71.53,38.88,2.07,Fair
310150880221808,gaming,10.15,54.01,1.71,13.58,-96.6,74.25,62.01,28.04,3.64,Good
310150376847339,volte,8.32,61.8,1.97,9.08,-93.63,82.59,65.37,29.4,3.53,Good
310150647953234,volte,12.49,5.0,1.34,7.99,-93.1,23.48,14.1,17.78,4.36,Excellent
310150653074217,volte,0.5,44.32,3.75,-5.0,-117.24,70.89,65.72,57.39,2.44,Fair
310150245066408,volte,8.58,11.26,0.94,8.52,-97.94,44.45,32.29,31.75,4.25,Excellent
310150475581284,video,16.62,18.72,0.6,14.17,-92.95,26.08,20.96,35.38,4.67,Excellent
310150585684741,volte,7.0,19.26,1.5,3.6,-99.27,46.21,41.17,20.87,3.67,Good
310150742730675,volte,7.4,7.7,1.32,5.52,-93.5,41.29,27.93,13.21,3.9,Good
310150726709785,gaming,14.24,31.54,0.75,15.69,-102.55,73.33,65.44,6.69,4.44,Excellent
310150561946175,gaming,9.68,32.05,1.82,5.98,-108.22,28.31,23.29,47.3,4.01,Excellent
310150403990497,video,7.25,39.82,1.31,12.11,-92.6,75.03,56.49,14.14,4.53,Excellent
310150555681975,gaming,26.07,16.95,0.9,20.7,-97.4,23.35,21.53,45.45,4.33,Excellent
310150445094085,volte,8.38,24.8,1.14,6.06,-92.5,38.12,35.53,26.01,3.97,Good
310150554299364,gaming,7.13,34.86,1.39,2.41,-99.29,41.7,37.62,27.53,3.81,Good
310150888950392,video,13.93,32.95,1.21,13.75,-102.24,69.22,63.44,30.77,4.46,Excellent
310150132359860,gaming,0.5,74.81,2.27,4.22,-105.84,83.7,74.94,24.65,1.65,Poor
310150537152405,gaming,11.18,17.86,0.56,9.65,-107.85,39.7,38.58,7.74,4.42,Excellent
310150756524997,video,29.06,33.64,0.3,22.78,-88.33,31.78,23.24,21.16,5.0,Excellent
310150595453765,video,12.31,29.03,1.02,10.28,-100.01,24.51,14.59,43.5,4.44,Excellent
310150790121219,volte,7.78,49.13,2.69,7.71,-94.85,77.66,62.54,43.65,3.03,Good
310150533007965,gaming,0.5,44.6,2.62,-3.53,-101.31,74.42,61.43,19.74,2.04,Fair
310150901299274,volte,12.96,16.05,1.16,10.34,-97.5,42.61,47.61,30.21,4.12,Excellent
310150477474493,gaming,0.5,74.74,2.15,0.59,-95.84,85.94,71.61,13.96,1.65,Poor
310150250732605,gaming,16.64,7.41,0.9,11.86,-96.9,13.22,10.0,15.04,4.43,Excellent
310150339937885,volte,10.1,11.13,0.54,9.26,-98.25,38.75,32.93,1.9,4.42,Excellent
310150844633950,gaming,18.54,44.27,1.55,15.71,-99.06,58.02,49.27,66.54,4.08,Excellent
310150339029911,gaming,15.37,16.82,0.43,9.97,-92.02,19.9,26.59,15.06,4.44,Excellent
310150730352694,gaming,13.58,18.29,0.84,10.63,-102.54,21.24,10.07,16.12,4.47,Excellent
310150496485768,video,31.12,12.71,0.55,24.37,-86.12,25.73,33.57,19.34,4.96,Excellent
310150444601334,volte,12.35,17.31,0.92,9.46,-96.43,45.0,40.32,9.6,4.28,Excellent
310150321772674,video,0.5,115.55,3.01,-0.05,-105.6,91.03,84.91,41.76,1.14,Poor
310150205275634,volte,15.66,34.11,1.25,16.48,-92.6,73.57,64.85,5.9,4.13,Excellent
310150178350878,volte,5.92,41.28,1.42,8.13,-90.33,77.59,72.36,10.06,3.92,Good
310150788899111,gaming,11.54,17.05,0.8,10.89,-91.94,40.98,31.34,42.14,4.39,Excellent
310150945943012,volte,17.35,10.44,0.41,13.36,-94.02,43.37,31.39,22.97,4.8,Excellent
310150581203422,video,24.55,22.97,0.28,19.86,-92.0,36.6,45.18,46.82,4.92,Excellent
310150729686277,video,11.65,11.13,1.61,5.8,-100.25,21.23,28.25,36.28,4.21,Excellent
310150735034945,video,15.59,40.68,0.44,17.73,-97.71,59.04,46.69,17.89,4.61,Excellent
310150426410707,volte,0.5,84.87,3.69,-5.0,-102.68,88.7,81.64,42.57,1.85,Poor
310150818958666,video,13.7,10.81,1.01,9.25,-99.53,20.47,23.8,8.83,4.52,Excellent
310150596099331,volte,0.5,64.54,2.85,-0.33,-109.0,81.07,74.65,34.94,2.11,Fair
310150122763342,video,0.5,72.42,1.93,4.51,-102.93,88.2,76.57,28.82,1.72,Poor
310150388072325,video,13.46,23.94,1.29,7.7,-108.12,31.72,38.03,18.62,4.38,Excellent
310150133942384,volte,13.32,36.59,1.69,15.55,-104.29,72.7,67.42,39.34,3.84,Good
310150833956599,video,20.06,15.48,1.18,14.24,-87.17,26.75,18.9,62.89,4.41,Excellent
310150824317106,gaming,14.2,34.82,1.91,9.0,-98.88,11.3,10.0,113.18,3.79,Good
310150404347709,volte,12.18,26.09,1.06,5.85,-102.2,28.05,19.33,39.59,3.98,Good
310150870414008,volte,28.8,9.13,0.63,22.91,-89.74,25.91,22.26,26.87,4.37,Excellent
310150343794766,volte,24.37,11.74,0.46,15.83,-100.5,14.96,12.46,15.98,4.77,Excellent
310150250481610,gaming,14.76,26.94,0.4,11.45,-92.75,29.99,30.17,17.96,4.56,Excellent
310150407574151,volte,8.91,20.51,1.26,9.33,-97.12,46.89,44.97,31.4,3.81,Good
310150228759218,video,1.17,81.49,2.42,4.21,-104.4,88.29,79.64,24.62,2.19,Fair
310150480459180,video,4.41,108.18,3.16,8.53,-104.11,89.76,80.79,69.4,3.02,Good
310150183721515,video,15.69,30.92,0.58,16.62,-97.56,63.7,61.27,24.69,4.89,Excellent
310150980801412,volte,12.34,15.61,1.39,6.73,-94.09,26.02,21.77,24.99,3.68,Good
310150903346757,video,6.39,25.23,1.64,6.64,-99.77,42.43,25.37,25.6,3.65,Good
310150416449909,volte,16.1,16.32,1.72,8.13,-110.9,14.51,23.32,58.65,3.65,Good
310150853493778,video,18.85,25.19,0.82,14.59,-100.2,23.41,16.04,42.57,4.69,Excellent
310150956875731,gaming,20.36,18.52,0.43,18.43,-100.46,32.44,32.02,40.03,4.54,Excellent
310150132686304,gaming,0.5,24.99,2.29,-1.46,-111.14,69.46,59.42,22.64,2.61,Fair
310150228161931,gaming,0.5,68.32,2.96,-2.5,-110.09,78.34,75.93,56.63,1.64,Poor
310150593220398,gaming,2.84,38.58,1.62,5.77,-110.7,80.16,65.73,3.12,3.68,Good
310150990046464,volte,14.58,33.3,1.59,12.96,-105.44,38.27,30.12,62.82,3.81,Good
310150575109465,video,8.59,21.01,1.88,4.36,-99.67,40.19,32.88,33.45,3.92,Good
310150176362381,gaming,2.36,53.86,2.47,3.97,-97.7,79.71,72.92,26.48,2.38,Fair
310150265916991,volte,10.01,12.47,1.39,7.34,-96.55,28.74,26.4,32.49,3.92,Good
310150474908453,gaming,16.8,22.65,0.93,14.62,-91.86,48.04,45.1,43.77,4.44,Excellent
310150448915492,gaming,18.35,19.18,0.0,14.66,-86.9,20.84,18.97,1.07,5.0,Excellent
310150126216317,volte,7.93,18.04,2.17,4.01,-109.59,39.1,39.07,62.92,3.63,Good
310150762982794,volte,11.13,14.92,1.52,4.35,-108.77,28.79,30.08,29.4,3.36,Good
310150881745662,video,5.44,46.01,1.52,5.24,-99.38,70.32,69.46,23.17,3.68,Good
310150403405900,video,0.5,104.84,2.6,4.58,-95.55,90.72,81.56,10.34,1.0,Poor
310150239970538,gaming,17.22,23.43,0.49,16.53,-100.61,45.57,41.79,28.96,4.81,Excellent
310150503224834,gaming,24.3,20.28,0.63,19.54,-93.1,28.55,33.96,32.43,4.46,Excellent
310150322580384,video,0.5,26.85,2.36,0.02,-91.09,65.92,64.0,26.81,1.4,Poor
310150612091013,video,20.2,28.87,0.46,16.57,-104.91,44.58,41.83,44.59,4.97,Excellent
310150471962545,volte,19.79,21.07,0.78,16.18,-95.61,41.23,29.31,27.84,4.07,Excellent
310150977324279,video,8.07,21.67,1.9,5.11,-98.26,31.61,19.4,80.77,3.98,Good
310150677306633,video,18.97,27.43,0.19,16.27,-97.73,36.95,35.58,39.02,5.0,Excellent
310150308748804,gaming,0.5,70.73,3.35,-1.26,-102.46,83.42,76.68,55.56,1.21,Poor
310150372193430,video,16.17,24.05,0.76,13.45,-89.65,56.93,46.49,8.35,4.85,Excellent
310150310118281,gaming,35.61,15.76,0.36,29.88,-91.86,27.75,26.19,26.42,4.59,Excellent
310150966425729,video,16.18,6.56,0.86,14.38,-102.32,30.98,22.7,22.8,4.84,Excellent
310150410757388,volte,14.32,17.32,0.75,10.83,-99.16,19.19,19.74,37.06,4.3,Excellent
310150892728743,video,4.35,10.06,2.02,-0.47,-111.69,43.07,40.9,61.57,2.96,Fair
310150357158785,video,11.53,27.38,0.31,12.03,-98.8,51.09,47.92,6.14,4.76,Excellent
310150477390675,video,14.86,39.32,0.94,15.13,-91.57,78.99,71.19,5.71,4.83,Excellent
310150119931456,gaming,13.16,25.47,1.73,7.82,-100.61,10.0,10.0,60.24,4.04,Excellent
310150696247870,volte,8.4,24.54,1.81,12.39,-90.13,69.9,60.46,15.2,3.82,Good
310150879548260,video,3.13,39.49,2.31,4.05,-100.44,76.5,73.11,43.86,2.94,Fair
310150111643208,gaming,0.5,54.8,2.54,3.04,-106.21,81.77,74.03,35.35,2.17,Fair
310150143928336,volte,17.04,39.87,0.73,13.41,-105.27,34.45,32.75,58.24,4.38,Excellent
310150601205768,gaming,4.09,12.35,1.41,0.53,-96.61,29.91,26.76,9.44,4.02,Excellent
310150510765258,gaming,8.61,45.39,0.79,7.96,-95.99,67.06,62.27,9.76,4.08,Excellent
310150555704101,volte,19.64,28.46,1.28,16.91,-97.21,46.57,45.77,36.24,4.25,Excellent
310150795101430,video,4.73,47.59,2.23,2.87,-102.98,72.93,61.04,76.34,3.01,Good
310150290221730,gaming,7.83,37.11,1.49,8.07,-103.09,67.9,62.71,27.49,4.01,Excellent
310150524635997,gaming,2.15,66.86,2.13,5.57,-114.09,83.47,72.32,22.2,2.46,Fair
310150558269790,video,24.78,28.98,1.02,23.12,-87.59,46.92,42.86,39.52,4.8,Excellent
310150871071792,video,0.5,85.05,2.86,5.78,-99.65,83.96,78.06,72.63,1.54,Poor
310150532621124,volte,5.35,24.91,1.69,1.47,-104.62,30.71,19.77,58.69,3.62,Good
310150446257725,volte,0.5,54.6,3.45,-3.27,-115.14,69.15,55.43,103.66,2.18,Fair
310150780830897,volte,24.41,28.03,0.22,16.48,-94.64,17.1,11.75,1.87,4.59,Excellent
310150633852493,video,25.88,5.0,0.0,22.15,-102.04,34.05,26.31,8.6,4.71,Excellent
310150885713012,gaming,12.4,36.29,1.25,11.9,-97.66,67.31,58.43,39.71,4.16,Excellent
310150908916104,gaming,17.1,34.87,0.73,15.48,-109.97,47.3,50.09,56.91,4.6,Excellent
310150980476065,volte,9.28,8.72,1.19,4.04,-99.18,39.49,40.64,19.68,4.02,Excellent
310150878390091,video,8.54,32.08,1.0,12.53,-100.42,73.0,61.34,16.85,4.17,Excellent
310150655032546,gaming,11.4,15.36,1.43,5.86,-102.8,28.36,29.3,53.56,4.24,Excellent
310150385599266,volte,7.04,33.54,1.15,8.9,-103.45,66.36,58.18,4.51,4.16,Excellent
310150857844480,gaming,26.51,21.09,0.53,19.71,-84.93,21.6,20.72,24.75,4.79,Excellent
310150419859605,gaming,5.2,29.07,1.66,3.74,-98.89,67.35,54.36,33.02,3.83,Good
310150306564923,video,0.5,51.32,2.65,-3.64,-108.43,76.08,60.35,36.47,1.01,Poor
310150494401599,video,11.72,16.01,1.37,9.34,-101.18,23.78,24.59,48.47,4.36,Excellent
310150235353692,gaming,12.09,31.73,0.99,12.03,-87.34,43.52,38.46,23.88,4.4,Excellent
310150700317767,volte,19.41,24.89,1.11,16.6,-102.19,29.32,28.41,39.92,4.08,Excellent
310150434753546,video,7.18,25.05,1.65,6.59,-107.01,22.03,27.36,38.1,3.79,Good
310150294421608,gaming,13.36,31.23,1.24,9.29,-105.99,20.48,16.83,35.65,4.19,Excellent
310150102155748,video,7.27,48.17,1.91,8.08,-104.14,71.96,62.18,41.84,3.71,Good
